id_as400;enseigne;raison_sociale;adresse1;adresse2;adresse3;code_postal;code_postal_2;ville;langue;pays;devise;siret;forme_entreprise;contact_1;contact_2;contact_3;tel1;tel2;id_commercial_1;id_commercial_2;statut_commande_par;statut_livre;statut_facture
90573;CARREFOUR MARKET GISTEL;CARREFOUR MARKET GISTEL;N.V. UNISTEL;NIEUWPOORTSESTEENWEG 31;CODE CLIENT 0357;8470;;GISTEL (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90574;CARREFOUR MARKET KORTEMARK;CARREFOUR MARKET KORTERMARK;B.V.B.A. POLTOR;TORHOUTSTRAAT 4;CODE CLIENT 0358;8610;;KORTEMARK (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90575;CARREFOUR MARKET BRECHT;CARREFOUR MARKET BRECHT;B.V.B.A. DENBO;GEMEENTEPLAATS2;CODE CLIENT 0361;2960;;BRECHT (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90576;CARREFOUR MARKET HERKDESTAD;CARREFOUR MARKET HERKDESTAD;N.V. UNICASH;DIESTERSTEENWEG 120;CODE CLIENT 0363;3540;;HERKDESTAD (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90577;CARREFOUR MARKET UNO (OOSTENDE;CARREFOUR MARKET UNO(OOSTENDE);B.V.B.A. UNO;STROOMBANKLAAN 71;CODE CLIENT 0364;8400;;OOSTENDE (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90578;CARREFOUR MARKET AALST;CARREFOUR MARKET AALST;N.V. DOGA;RAFFELGEMSTRAAT 18;CODE CLIENT 0365;9300;;AALST (BELGIQUE);F;BE;EUR;;****;VERENA;;;;;76;***;O;O;O
90579;CARREFOUR MARKET DILSEN;CARREFOUR MARKET DILSEN;N.V. CONI;EUROPALAAN 104 A;CODE CLIENT 0369;3650;;DILSEN(BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
9058;DROGERIA NATURA LUBLIN 5;DROGERIA NATURA LUBLIN 5;GALERIA OLIMP 4;UL. SPÓ¬DZIELCZO¡CI PRACY;30/32;20-14;7;LUBLIN;P;PL;PLN;;****;;;;723674374;;***;***;O;O;N
90580;CARREFOUR MARKET PITTEM;CARREFOUR MARKET PITTEM;B.V.B.A. VARIA;BROEDERS MARISTENSTRAAT 4;CODE CLIENT 0073;8740;;PITTEM (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90581;CARREFOUR MARKET GENTBRUGGE;CARREFOUR MARKET GENTBRUGGE;BVBA UNIC GENTBRUGGE;F.BURVENICHSTRAAT 216;CODE CLIENT 074;9050;;GENTBRUGGE (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90582;CARREFOUR MARKET RIJKEVORSEL;CARREFOUR MARKET RIJKEVORSEL;NV VISSER FRANK;PRINSENPAD 2;CODE CLIENT 0075;2310;;RIJKEVORSEL (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90583;CARREFOUR MARKET KORTENBERG;CARREFOUR MARKET KORTENBERG;N.V. DISTRI TAVEIRNE;MARIA CHRISTINASTRAAT 19;CODE CLIENT 0076;3070;;KORTENBERG (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90584;CARREFOUR MARKET MARNARCH;CARREFOUR MARKET MARNARCH;S.A. E.K.Z.;MARBURGERSTROOSS 9;CODE CLIENT 0078;9764;;MARNACH (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90585;CARREFOUR MARKET ANTWERPENKIEL;CARREFOUR MARKET ANTWERPENKIEL;BVBA HEEBEK;SHOPCENTER DEN TIR-ST.BERNARD;SESTEENWEG 312 CODE CLIENT0079;2020;;ANTWERPENKIEL (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90586;CARREFOUR MARKET SOUMAGNE;CARREFOUR MARKET SOUMAGNE;S.A. STEINER & CIE;AVENUE DE LA RESISTANCE 355;CODE CLIENT 0077;4630;;SOUMAGNE;F;BE;EUR;;****;;;;;;73;9;O;O;O
90587;CARREFOURMARKET GERAARDSBERGEN;CARREFOURMARKET GERAARDSBERGEN;NV ELIMAR;ZONNEBLOEMSTRAAT 11-13;CODE CLIENT 0080;9500;;GERAARDSBERGEN (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90588;CARREFOUR MARKET FLEURUS;CARREFOUR MARKET FLEURUS;SPRL SKIMAGES;CHAUSSEE DE CHARLEROI 142;CODE CLIENT 0081;6220;;FLEURUS (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90589;CARREFOUR MARKET GEMBLOUX;CARREFOUR MARKET GEMBLOUX;S.A. DIMAGES;CHAUSSEE DE CHARLEROI 142;CODE CLIENT 0084;5030;;GEMBLOUX (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
9059;DROGERIA NATURA BUSKO ZDRÓJ;DROGERIA BUSKO ZDRÓJ;GALERIA LOTOS;UL. PLAC ZWYCIÊSTWA 11/12;;28-oct;0;BUSKO ZDRÓJ;P;PL;PLN;;****;;;;723674279;;***;***;O;O;N
90590;CARREFOUR MARKET TEMSE;CARREFOUR MARKET TEMSE;N.V. TEMCO;ORLAYLAAN 2;CODE CLIENT 0085;9140;;TEMSE (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90591;CARREFOUR MARKET AARTSELAAR;CARREFOUR MARKET AARTSELAAR;B.V.B.A. AVANTI;KAPELLESTRAAT 94;CODE CLIENT 0086;2630;;AARTSELAAR (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90592;CARREFOURMARKET DISTRIOHOBOKEN;CARREFOURMARKET DISTRIOHOBOKEN;N.V. DISTRIO;SINT BERNARDSESTEENWEG 1400;CODE CLIENT 0087;2660;;HOBOKEN (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90593;CARREFOUR MARKET BASTOGNE;CARREFOUR MARKET BASTOGNE;S.P.R.L. PASCALINO;ROUTE DE MARCHE 149;CODE CLIENT 0091;6600;;BASTOGNE (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90594;CARREFOUR MARKET VORSELAAR;CARREFOUR MARKET VORSELAAR;N.V. DGC;KEMPENLAAN 21;CODE CLIENT 0092;2290;;VORSELAAR (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90595;CARREFOUR MARKET ROESELARE;CARREFOUR MARKET ROESELARE;B.V.B.A. UNICAR;AARDOOLSESTEENWEG 115-117;CODE CLIENT 0094;8800;;ROESELARE (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90596;CARREFOUR MARKET HEUSDEN;CARREFOUR MARKET HEUSDEN;KOOLMIJNLAAN 51;;CODE CLIENT 0102;3550;;HEUSDEN (BELGIQUE);F;BE;EUR;;****;ELIANE;;;;;76;***;O;O;O
90597;CRF MARKET MESTDAGH ANS;CRF MARKET MESTDAGH ANS;RUE FLORENT PIROTTE, 18;;CODE CLIENT 0103;4430;;ANS;F;BE;EUR;;****;MME MUZIN RESPONSABLE ACHATS;;;;;73;***;O;O;N
90598;CARREFOURMARKET ANDERLECHT BRU;CARREFOURMARKET ANDERLECHT BRU;ANDERLECHT MARIUS RENARD;AVENUE MARIUS RENARD, 21;CODE CLIENT 0105;1070;;BRUXELLES;F;BE;EUR;;****;MYRIAM;;;;;101;***;O;O;N
90599;CARREFOUR MARKET DENDERMONDE;CARREFOUR MARKET DENDERMONDE;MECHELSESTEENWEG 24;;CODE CLIENT 0104;9200;;DENDERMONDE (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90600;CARREFOUR MARKET MORTSEL;CARREFOUR MARKET MORTSEL;LIERSESTEENWEG 127-133;;CODE CLIENT 0106;2640;;MORTSEL;F;BE;EUR;;****;ELIANE;;;;;76;***;O;O;O
90601;CARREFOUR MARKET ST NIKLAAS;CARREFOUR MARKET ST NIKLAAS;GB ST NIKLAAS;H.HEYMANPLEIN 250;CODE CLIENT 0107;9100;;ST-NIKLAAS (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90602;CARREFOUR MARKET MOL;CARREFOUR MARKET MOL;STATIESTRAAT 53A;;CODE CLIENT 0109;2400;;MOL;F;BE;EUR;;****;ELIANE;;;;;101;***;O;O;O
90603;CARREFOUR MARKET AARSCHOT;CARREFOUR MARKET AARSCHOT;LEUVENSESTEENWEG 143;;CODE CLIENT 0110;3200;;AARSCHOT (BELGIQUE);F;BE;EUR;;****;ELIANE;;;;;76;***;O;O;O
90604;CARREFOUR MARKET TONGEREN;CARREFOUR MARKET TONGEREN;LUIKERSTEENWEG 1;;CODE CLIENT 0111;3700;;TONGEREN (BELGIQUE);F;BE;EUR;;****;ELIANE;;;;;76;***;O;O;O
90605;CARREFOUR MARKET LA LOUVIERE;CARREFOUR MARKET LA LOUVIERE;GB LA LOUVIERE;RUE ALBERT 1ER, 21;CODE CLIENT 0112;7100;;LA LOUVIERE (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90606;CARREFOUR MARKET GENT DAMPOORT;CARREFOUR MARKET GENT DAMPOORT;PILORIJNSTRAAT 22;;CODE CLIENT 0113;9000;;GENT DAMPORT (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90607;CRF MKT MESTDAGH VANDERKINDERE;CRF MKT MESTDAGH VANDERKINDERE;RUE VANDERKINDERE, 121;CLIENT 2013;;1180;;UCCLE;F;BE;EUR;;****;MME MUZIN RESPONSABLE ACHATS;;;;;101;***;O;O;N
90608;CARREFOUR MARKET OOSTENDE;CARREFOUR MARKET OOSTENDE;A.PIETERSLAAN 85;;CODE CLIENT 0116;8400;;OOSTENDE (BELGIQUE);F;BE;EUR;;****;ELIANE;;;;;76;***;O;O;O
90609;CARREFOUR MARKET BOONDAEL BRUX;CARREFOUR MARKET BOONDAEL BRUX;BOONDAEL (LXELLES);CHAUSEE DE BOONDAEL 444;CODE CLIENT 0117;1050;;BRUXELLES (BELGIQUE);F;BE;EUR;;****;MYRIAM;;;;;101;***;O;O;O
90610;CARREFOUR MARKET GROENE GENT;CARREFOUR MARKET GROENE GENT;GROENE VALLEI;BR. WEVERSPLEIN 1;CODE CLIENT 0118;9000;;GENT (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90611;CRF MARKET MESTDAGH JETTE;CRF MARKET MESTDAGH JETTE;RUE LEOPOLD 1ER, 513;;CLIENT 2014;1090;;JETTE;F;BE;EUR;;****;MME MUZIN - RESPONSABLE ACHATS;MR VAN MOLLEM RESPONSBLE RAYON;;32024210411;24210405;101;9;O;O;N
90612;CARREFOUR MARKET TOMBERG (BRUX;CARREFOUR MARKET TOMBERG (BRUX;TOMBERG (WOLUWE ST LAMBERT);RUE TOMBERG, 96-114;CODE CLIENT 0121;1200;;BRUXELLES;F;BE;EUR;;****;MYRIAM PIRARD;;;;;183;***;O;O;O
90613;CARREFOUR MARKET GILLY;CARREFOUR MARKET GILLY;GB GILLY;CHAUSSEE DE CHARLEROI 15-27;CODE CLIENT 0122;6060;;GILLY (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90614;CRF MARKET MESTD LIEGE BLONDEN;CRF MARKET MESTD LIEGE BLONDEN;AV. BLONDEN, 26-36;;CLIENT 2016;4000;;LIEGE;F;BE;EUR;;****;MME MUZIN RESPONSABLE ACHAT;;;;;73;***;O;O;N
90615;CRF MARKET MESTDAGH METTEWIE;CRF MARKET MESTDAGH METTEWIE;BRUXELLE;CHAUSSEE DE GAND, 608;CLIENT 2024;1080;;MOLENBEEK- BRUXELLE;F;BE;EUR;;****;CHRISTELLE GHISLAIN (ACHATS);;SONIA RONSMANS (RESP.RAYON);3224820311;;101;***;O;O;N
90616;CARREFOUR MARKET ANTWERPEN EKE;CARREFOUR MARKET ANTWERPEN EKE;GB ANTWERPEN (EKEREN);EKERSESTEENWEG 4;CODE CLIENT 0125;2030;;ANTWERPEN (EKEREN) BELGIQUE;F;BE;EUR;;****;;;;;;9;9;O;O;O
90617;CARREFOUR MARKET TURNHOUT;CARREFOUR MARKET TURNHOUT;KORTE GASTHUISTRAAT 38;;CODE CLIENT 0127;2300;;TURNHOUT;F;BE;EUR;;****;ELIANE;;;;;101;***;O;O;O
90618;CARREFOUR MARKET VILVOORDE;CARREFOUR MARKET VILVOORDE;ST ANNALAAN 146;;CODE CLIENT 0130;1800;;VILVOORDE;F;BE;EUR;;****;MYRIAM;;;;;101;***;O;O;O
90619;CARREFOUR MARKET KNOKKE;CARREFOUR MARKET KNOKKE;NATIENLAAN 77;;CODE CLIENT 0128;8300;;KNOKKE;F;BE;EUR;;****;VERENA;;;3250630611;;76;***;O;O;O
90620;CARREFOUR MARKET DILSEN;CARREFOUR MARKET DILSEN;N.V. CONI;EUROPALAAN 104 A;CODE CLIENT 0369;3650;;DILSEN(BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90621;CARREFOUR MARKET MAASMECHELEN;CARREFOUR MARKET MAASMECHELEN;N.V. HEMANI;HEIRSTRAAT 210;CODE CLIENT 0370;3630;;MAASMECHELEN (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90622;CARREFOUR MARKET RUMBEKE;CARREFOUR MARKET RUMBEKE;N.V. UNIC RUMBEKE;LEKKENSTRAAT 2;CODE CLIENT 0371;8800;;RUMBEKE (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90623;CARREFOUR MARKET MOL;CARREFOUR MARKET MOL;N.V. WARENHUIZEN ALMA;KRUISVEN 40;CODE CLIENT 0372;2400;;MOL (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90624;CARREFOUR MARKET GROBBENDONK;CARREFOUR MARKET GROBBENDONK;N.V. WARENHUIZEN ALMA;LEOPOLDLAAN 2-4;CODE CLIENT 0373;2280;;GROBBENDONK (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90625;CARREFOUR MARKET WILRIJK (VALA;CARREFOUR MARKET WILRIJK;B.V.B.A. SEDAM;LETTERKUNDESTRAAT 105;CODE CLIENT 0374;2610;;WILRIJK(VALAAR) BELGIQUE;F;BE;EUR;;****;;;;;;9;9;O;O;O
90626;CARREFOUR MARKET BASCULE;CARREFOUR MARKET BASCULE;N.V. DEPA;CHAUSSEE DE WATERLOO 719;CODE CLIENT 0375;1180;;UCCLE;F;BE;EUR;;****;MME PARMENTIER / RESP ACHATS;MME CAROLINE / RESP RAYON;;32023435187;32023439540;101;***;O;O;N
90627;CARREFOUR MARKET ALKEN;CARREFOUR MARKET ALKEN;N.V. UNIC VOS;LAAGDORP 3;CODE CLIENT 0376;3570;;ALKEN(BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90628;CARREFOUR MARKET OPGLABBEEK;CARREFOUR MARKET OPGLABBEEK;B.V.B.A. JOCRIS;WEG NAAR ZWARTBERG 43 A;CODE CLIENT 0377;3660;;OPGLABBEEK (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90629;CARREFOUR MARKET HERENTALS;CARREFOUR MARKET HERENTALS;N.V. WARENHUIZEN ALMA;NOORDWIJKSEBAAN 1;CODE CLIENT 0378;2200;;HERENTALS (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90630;CARREFOUR MARKET LOKEREN;CARREFOUR MARKET LOKEREN;N.V. LOKFOOD;TWEEBRUGGENSTRAAT 2;CODE CLIENT 0380;9160;;LOKEREN (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90631;CARREFOUR MARKET STADEN;CARREFOUR MARKET STADEN;B.V.B.A DOPAL;LEPERSTRAAT 31A;CODE CLIENT 0382;8840;;STADEN (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90632;CARREFOUR MARKET BLANKENBERGE;CARREFOUR MARKET BLANKENBERGE;N.V. LUKAB;KERKSTRAAT 76;CODE CLIENT 0404;8370;;BLANKENBERGE (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90633;CARREFOUR MARKET LIEGEOUTREMEU;CARREFOUR MARKET LIEGEOUTREMEU;SPRL THELIA;RUE PONT ST. NICOLAS 4;CODE CLIENT 0405;4020;;LIEGEOUTREMEUSE (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90634;CARREFOUR MARKET HELCHTEREN;CARREFOUR MARKET HELCHTEREN;N.V. REVO SUPERMARKT;KAZERNELAAN 19;CODE CLIENT 0407;3530;;HELCHTEREN (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90635;CARREFOUR MARKET WACHTEBEKE;CARREFOUR MARKET WACHTEBEKE;N.V. WABECO;MEERSTRAAT 13;CODE CLIENT 0409;9185;;WACHTEBEKE (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90636;CARREFOUR MARKET COMAPEX (BRUX;CARREFOUR MARKET COMAPEX (BRUX;SA COMAPEX;PLACE JOURDAN 55-57;CODE CLIENT 0410;1040;;BRUXELLES (BELGIQUE);F;BE;EUR;;****;MYRIAM PIRARD;;;;;101;***;O;O;O
90637;CARREFOUR MARKET MECHELEN;CARREFOUR MARKET MECHELEN;N.V. UNIC BATTEL;BATTELSESTEENWEG 298;CODE CLIENT 0412;2800;;MECHELEN (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90638;CARREFOUR MARKET TESTELT;CARREFOUR MARKET TESTELT;N.V. FREMACO;VOORTSTRAAT 5;CODE CLIENT 0417;3272;;TESTELT (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90639;CARREFOUR MARKET MANAGE;CARREFOUR MARKET MANAGE;SPRL STEENINVEST;GRAND'RUE 77;CODE CLIENT 0418;7170;;MANAGE (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90640;CARREFOUR MARKET GEEL;CARREFOUR MARKET GEEL;N.V. WARENHUIZEN ALMA;GLADIOOLSTRAAT 29;CODE CLIENT 0419;2440;;GEEL (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90641;CARREFOUR MARKET MOL-WEZEL;CARREFOUR MARKET MOL-WEZEL;N.V. WARENHUIZEN ALMA;ST. JOZEFLAAN 96A;CODE CLIENT 0425;2400;;MOL-WEZEL (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90642;CARREFOUR MARKET BILZEN;CARREFOUR MARKET BILZEN;N.V. WARENHUIZEN ALMA;PIJPENPOORT 5-2;CODE CLIENT 0427;3740;;BILZEN (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90643;CARREFOUR MARKET VILVOORDE;CARREFOUR MARKET VILVOORDE;N.V. JOCA;LEUVENSESTRAAT 17;CODE CLIENT 0428;1800;;VILVOORDE;F;BE;EUR;;****;;;;;;101;***;O;O;O
90644;CARREFOUR MARKET SINT-LIEVENS-;CARREFOUR MARKET SINT-LIEVENS-;BVBA HOUTEM;MARKTPLEIN 62;CODE CLIENT 0429;9520;;SINT-LIEVENS-HOUTEM (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90645;CARREFOUR MARKET TIROU;CARREFOUR MARKET TIROU;SPRU STEENKO;BOULEVARD TIROU 20;CODE CLIENT 0430;6000;;CHARLEROI;F;BE;EUR;;****;3271323591;G.BEAU/M KERKHOVE-RESP ACHATS;;;;137;9;O;O;N
90646;CARREFOUR MARKET LOMMEL;CARREFOUR MARKET LOMMEL;N.V. WARENHUIZEN ALMA;KLOOSTERSTRAAT 22-26;CODE CLIENT 0431;3920;;LOMMEL(BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90647;CARREFOUR MARKET PHILIPPEVILLE;CARREFOUR MARKET PHILIPPEVILLE;S.A. REPHIL;RUE DE FRANCE 47;CODE CLIENT 0433;5600;;PHILIPPEVILLE (BELGIQUE);F;BE;EUR;;****;ARNAUD ANDRE;;;;;137;***;O;O;N
90648;CARREFOUR MARKET EISDEN;CARREFOUR MARKET EISDEN;N.V. CRELEM;PAUWENGRAAF 33;CODE CLIENT 0435;3630;;EISDEN (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;O
90649;CARREFOUR MARKET HOORNZEEL;CARREFOUR MARKET HOORNZEEL;BVBA HOORNZEEL;HOORNZEELSTRAAT 12;CODE CLIENT 0437;3080;;TERVUREN (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;N
90650;CARREFOUR MARKET GULLEGEM;CARREFOUR MARKET GULLEGEM;B.V.B.A WALVAN;SCHUTTERSHOFLAAN 1;CODE CLIENT 0741;8560;;GULLEGEM (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;N
90651;CARREFOUR MARKET DINANT;CARREFOUR MARKET DINANT;S.P.R.L DINALEM;TIENNE DE L'EUROPE 1;CODE CLIENT 0743;5500;;DINANT;F;BE;EUR;;****;MYRIAM PIRARD;;;;;137;***;O;O;N
90652;CARREFOUR MARKET WAREMME;CARREFOUR MARKET WAREMME;SA GRANDS MAGASINS;AVENUE REINE ASTRID 25;CODE CLIENT 0744;4300;;WAREMME (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;N
90653;CARREFOUR MARKET HERMEE;CARREFOUR MARKET HERMEE;SA BRONE;RUE DE WALLONIE 7;CODE CLIENT 0745;4680;;HERMEE (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;N
90654;CARREFOUR MARKET ARLON;CARREFOUR MARKET ARLON;SA GRAND BAZAR;MARCHE AUX LEGUMES 6;CODE CLIENT 0746;6700;;ARLON (BELGIQUE);F;BE;EUR;;****;DOMINIQUE;;;;;73;***;O;O;N
90655;CARREFOUR MARKET HANNUT;CARREFOUR MARKET HANNUT;SA DACEGI;RUE ALBERT 1ER 2;CODE CLIENT 0747;4280;;HANNUT (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;N
90656;CARREFOUR MARKET HAVRE;CARREFOUR MARKET HAVRE;S.P.R.L BENDEL;RUE DU DEPOT 15;CODE CLIENT 0748;7021;;HAVRE (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;N
90657;CARREFOUR MARKET NEVELE;CARREFOUR MARKET NEVELE;B.V.B.A NEVECO;C. BUYSSESTRAAT 30;CODE CLIENT 0749;9850;;NEVELE (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;N
90658;CARREFOUR MARKET BATUSHA BRUX;CARREFOUR MARKET BATUSHA BRUX.;SPRL BATUSHA - DIKKE BEUKLAAN;AVENUE DE L'ARBRE BALLON 1;CODE CLIENT 0754;1020;;BRUSSEL/BRUXELLES LAKE (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;N
90659;CARREFOUR MARKET MARIAKERKE GE;CARREFOUR MARK.MARIAKERKE GENT;B.V.B.A UNIC MARIAKERKE;BRUGSESTEENWEG 494;CODE CLIENT 0756;9030;;MARIAKERKE-GENT (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;N
90660;CARREFOUR MARKET GAVERE;CARREFOUR MARKET GAVERE;B.V.B.A LAMORAAL;KASTEELDREEF 19;CODE CLIENT 0758;9890;;GAVERE (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;N
90661;CARREFOUR MARKET WALCOURT;CARREFOUR MARKET WALCOURT;SA DISWAL;RUE DES FORGES 34;CODE CLIENT 0760;5650;;WALCOURT (BELGIQUE);F;BE;EUR;;****;ARNAUD ANDRE;;;;;76;***;O;O;N
90662;CARREFOUR MARKET DEINZE;CARREFOUR MARKET DEINZE;B.V.B.A EEMA;MARKT 2 - 4 - 6;CODE CLIENT 0761;9800;;DEINZE (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;N
90663;CARREFOUR MARKET GOSSELIES;CARREFOUR MARKET GOSSELIES;SPRLU BELDIS;RUE DU CALVAIRE 11-13;CODE CLIENT 0762;6041;;GOSSELIES (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;N
90664;CARREFOUR MARKET OPWIJK;CARREFOUR MARKET OPWIJK;N.V UNIC OPWIJK;NIEUWSTRAAT 19;CODE CLIENT 0763;1745;;OPWIJK (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;N
90665;CARREFOUR MARKET EKSAARDE;CARREFOUR MARKET EKSAARDE;EKSAARDE;ARMAND DE VOSSTRAAT 2;CODE CLIENT 0764;9160;;EKSAARDE (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;N
90666;CARREFOUR MARKET COUILLET;CARREFOUR MARKET COUILLET;SPRL TONIQUE ET VALEURS;ROUTE DE PHILIPPEVILLE 196;CODE CLIENT 0765;6010;;COUILLET (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;N
90667;CARREFOUR MARKET WILRIJK;CARREFOUR MARKET WILRIJK;B.V.B.A WILFOOD;PRINS BOUDEWIJNLAAN 146;CODE CLIENT 0767;2610;;WILRIJK (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;N
90668;CARREFOUR MARKET GROOT-BIJGAAR;CARREFOUR MARKET GROOT-BIJGAAR;B.V.B.A BASTIJNS RETAIL;BRUSSELSTRAAT 64;CODE CLIENT 0768;1702;;GROOT-BIJGAARDEN (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;N
90669;CARREFOUR MARKET EVERGEM;CARREFOUR MARKET EVERGEM;NV EVERCO;ELSLO 73;CODE CLIENT 0769;9940;;EVERGEM (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;N
90670;CARREFOUR MARKET ZWEVEZELE;CARREFOUR MARKET ZWEVEZELE;B.V.B.A UNIC ZWEVEZELE;TRAMSTRAAT 4;CODE CLIENT 0770;8750;;ZWEVEZELE (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;N
90671;CARREFOUR MARKET HERZELE;CARREFOUR MARKET HERZELE;NV DELCOPRO;KERKSTRAAT 10;CODE CLIENT 0771;9550;;HERZELE (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;N
90672;CARREFOUR MARKET BINCHE;CARREFOUR MARKET BINCHE;SA BIMAG;RUE DE ROBIANO 40;CODE CLIENT 0772;7130;;BINCHE (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;N
90673;CARREFOUR MARKET GENAPPE;CARREFOUR MARKET GENAPPE;S.P.R.L IEPAMAG;CHAUSSEE DE CHARLEROI 2;CODE CLIENT 0773;1470;;GENAPPE (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;N
90674;CARREFOUR MARKET LEDE;CARREFOUR MARKET LEDE;B.V.B.A PATTEYN;MARKT 34;CODE CLIENT 0775;9340;;LEDE (BELGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;N
90675;CARREFOUR MARKET BERLAAR;CARREFOUR MARKET BERLAAR;NV DEBAL;LEGRELLESTRAAT 40;CODE CLIENT 0776;2590;;BERLAAR (BERGIQUE);F;BE;EUR;;****;;;;;;9;9;O;O;N
90676;CARREFOUR MARKET WATERMAEL-BOI;CARREFOUR MARKET WATERMAEL-BOI;SA GEWAL;PLACE KEYM 83;CODE CLIENT 0777;1170;;WATERMAEL-BOITSFORT;F;BE;EUR;;****;MYRIAM PIRARD;;;;;101;***;O;O;N
90677;CARREFOUR MARKET TUBIZE;CARREFOUR MARKET TUBIZE;SA NEW Z.F.L;RUE DE LA DEPORTATION 47;CODE CLIENT 0778;1480;;TUBIZE (BELGIQUE);F;BE;EUR;;****;;;;;;183;9;O;O;N
